condition,run_id,generation,best_fitness,avg_fitness,best_coverage,best_bugs,novelty,diversity
COV_ONLY,12,41,0.850000,0.805417,0.850000,6,0.883333,0.860074
COV_ONLY,12,42,0.866667,0.801667,0.866667,6,0.883333,0.860473
COV_ONLY,12,43,0.833333,0.801667,0.833333,5,0.883333,0.862364
COV_ONLY,12,44,0.850000,0.805000,0.850000,5,0.883333,0.862550
COV_ONLY,12,45,0.866667,0.808750,0.866667,6,0.883333,0.859636
COV_ONLY,12,46,0.866667,0.807917,0.866667,6,0.883333,0.859775
COV_ONLY,12,47,0.850000,0.805417,0.850000,6,0.883333,0.860763
COV_ONLY,12,48,0.866667,0.787917,0.866667,6,0.883333,0.859561
COV_ONLY,12,49,0.866667,0.802917,0.866667,6,0.883333,0.861222
COV_ONLY,12,50,0.883333,0.808750,0.883333,6,0.883333,0.861047
COV_ONLY,12,51,0.866667,0.816667,0.866667,6,0.883333,0.862263
COV_ONLY,12,52,0.850000,0.816667,0.850000,6,0.883333,0.864066
COV_ONLY,12,53,0.866667,0.818333,0.866667,6,0.883333,0.863679
COV_ONLY,12,54,0.883333,0.816667,0.883333,6,0.883333,0.863909
COV_ONLY,12,55,0.850000,0.817500,0.850000,5,0.883333,0.865435
COV_ONLY,12,56,0.866667,0.822500,0.866667,6,0.883333,0.865871
COV_ONLY,12,57,0.850000,0.822083,0.850000,5,0.883333,0.865533
COV_ONLY,12,58,0.850000,0.822917,0.850000,5,0.883333,0.867139
COV_ONLY,12,59,0.866667,0.818333,0.866667,6,0.883333,0.867383
COV_ONLY,13,0,0.716667,0.658750,0.716667,6,0.833333,0.808346
COV_ONLY,13,1,0.733333,0.675417,0.733333,5,0.850000,0.819169
COV_ONLY,13,2,0.783333,0.680417,0.783333,6,0.850000,0.824760
COV_ONLY,13,3,0.750000,0.691667,0.750000,5,0.866667,0.827231
COV_ONLY,13,4,0.800000,0.711667,0.800000,6,0.866667,0.834341
COV_ONLY,13,5,0.816667,0.691250,0.816667,5,0.883333,0.840371
COV_ONLY,13,6,0.816667,0.742917,0.816667,6,0.883333,0.847955
COV_ONLY,13,7,0.833333,0.758750,0.833333,5,0.883333,0.850939
COV_ONLY,13,8,0.833333,0.767917,0.833333,6,0.883333,0.849399
COV_ONLY,13,9,0.833333,0.785833,0.833333,6,0.883333,0.852600
COV_ONLY,13,10,0.850000,0.793750,0.850000,6,0.883333,0.854089
COV_ONLY,13,11,0.866667,0.775417,0.866667,6,0.883333,0.853659
COV_ONLY,13,12,0.833333,0.784167,0.833333,6,0.883333,0.855261
COV_ONLY,13,13,0.850000,0.801667,0.850000,6,0.883333,0.858788
COV_ONLY,13,14,0.850000,0.810000,0.850000,6,0.883333,0.860411
COV_ONLY,13,15,0.850000,0.795000,0.850000,6,0.883333,0.857717
COV_ONLY,13,16,0.850000,0.792917,0.850000,6,0.883333,0.857588
COV_ONLY,13,17,0.866667,0.782917,0.866667,6,0.883333,0.857756
COV_ONLY,13,18,0.850000,0.807917,0.850000,6,0.883333,0.859084
COV_ONLY,13,19,0.866667,0.809583,0.866667,6,0.883333,0.860954
COV_ONLY,13,20,0.850000,0.808750,0.850000,6,0.883333,0.861250
COV_ONLY,13,21,0.850000,0.803750,0.850000,6,0.883333,0.861241
COV_ONLY,13,22,0.866667,0.805833,0.866667,6,0.883333,0.863301
COV_ONLY,13,23,0.850000,0.803333,0.850000,6,0.883333,0.863013
COV_ONLY,13,24,0.850000,0.805833,0.850000,6,0.883333,0.861581
COV_ONLY,13,25,0.866667,0.800833,0.866667,6,0.883333,0.863024
COV_ONLY,13,26,0.866667,0.785000,0.866667,6,0.883333,0.861822
COV_ONLY,13,27,0.850000,0.808750,0.850000,6,0.883333,0.862437
COV_ONLY,13,28,0.850000,0.802917,0.850000,6,0.883333,0.865226
COV_ONLY,13,29,0.850000,0.800417,0.850000,6,0.883333,0.864700
COV_ONLY,13,30,0.866667,0.797083,0.866667,6,0.883333,0.863297
COV_ONLY,13,31,0.866667,0.804583,0.866667,6,0.883333,0.865620
COV_ONLY,13,32,0.850000,0.791667,0.850000,6,0.883333,0.863686
COV_ONLY,13,33,0.850000,0.815000,0.850000,5,0.883333,0.864207
COV_ONLY,13,34,0.866667,0.819167,0.866667,6,0.883333,0.863744
COV_ONLY,13,35,0.866667,0.816667,0.866667,6,0.883333,0.867642
COV_ONLY,13,36,0.850000,0.812917,0.850000,6,0.883333,0.867964
COV_ONLY,13,37,0.850000,0.813333,0.850000,5,0.883333,0.867246
COV_ONLY,13,38,0.866667,0.809167,0.866667,6,0.883333,0.865850
COV_ONLY,13,39,0.866667,0.822083,0.866667,6,0.883333,0.867612
COV_ONLY,13,40,0.866667,0.815833,0.866667,6,0.883333,0.866601
COV_ONLY,13,41,0.866667,0.825833,0.866667,6,0.883333,0.866059
COV_ONLY,13,42,0.866667,0.817500,0.866667,6,0.883333,0.866709
COV_ONLY,13,43,0.866667,0.825417,0.866667,6,0.883333,0.866959
COV_ONLY,13,44,0.850000,0.820417,0.850000,6,0.883333,0.867598
COV_ONLY,13,45,0.866667,0.820833,0.866667,6,0.883333,0.866469
COV_ONLY,13,46,0.866667,0.822500,0.866667,6,0.883333,0.867948
COV_ONLY,13,47,0.866667,0.824167,0.866667,6,0.883333,0.867218
COV_ONLY,13,48,0.883333,0.826250,0.883333,6,0.883333,0.868645
COV_ONLY,13,49,0.866667,0.833333,0.866667,6,0.883333,0.868733
COV_ONLY,13,50,0.866667,0.828333,0.866667,6,0.883333,0.868428
COV_ONLY,13,51,0.866667,0.827917,0.866667,6,0.883333,0.869221
COV_ONLY,13,52,0.866667,0.832083,0.866667,6,0.883333,0.869109
COV_ONLY,13,53,0.866667,0.825417,0.866667,6,0.883333,0.867577
COV_ONLY,13,54,0.866667,0.827083,0.866667,6,0.883333,0.869732
COV_ONLY,13,55,0.883333,0.824583,0.883333,6,0.883333,0.869819
COV_ONLY,13,56,0.866667,0.824583,0.866667,6,0.883333,0.868124
COV_ONLY,13,57,0.866667,0.831667,0.866667,6,0.883333,0.868051
COV_ONLY,13,58,0.866667,0.825000,0.866667,6,0.883333,0.868173
COV_ONLY,13,59,0.866667,0.831667,0.866667,6,0.883333,0.867714
COV_ONLY,14,0,0.800000,0.664167,0.800000,6,0.850000,0.807882
COV_ONLY,14,1,0.766667,0.657500,0.766667,5,0.850000,0.809870
COV_ONLY,14,2,0.766667,0.688750,0.766667,5,0.866667,0.819275
COV_ONLY,14,3,0.800000,0.713750,0.800000,5,0.866667,0.824527
COV_ONLY,14,4,0.766667,0.714583,0.766667,5,0.866667,0.825975
COV_ONLY,14,5,0.783333,0.714583,0.783333,5,0.866667,0.827881
COV_ONLY,14,6,0.783333,0.728333,0.783333,4,0.866667,0.833693
COV_ONLY,14,7,0.800000,0.722917,0.800000,6,0.866667,0.832441
COV_ONLY,14,8,0.800000,0.733750,0.800000,6,0.883333,0.836608
COV_ONLY,14,9,0.800000,0.740833,0.800000,6,0.883333,0.838082
COV_ONLY,14,10,0.850000,0.760833,0.850000,6,0.883333,0.841419
COV_ONLY,14,11,0.833333,0.752917,0.833333,6,0.883333,0.841664
COV_ONLY,14,12,0.816667,0.753333,0.816667,5,0.883333,0.841127
COV_ONLY,14,13,0.816667,0.764167,0.816667,6,0.883333,0.845111
COV_ONLY,14,14,0.816667,0.752917,0.816667,6,0.883333,0.842869
COV_ONLY,14,15,0.816667,0.760833,0.816667,6,0.883333,0.844068
COV_ONLY,14,16,0.833333,0.772500,0.833333,6,0.883333,0.844139
COV_ONLY,14,17,0.866667,0.771250,0.866667,6,0.883333,0.847412
COV_ONLY,14,18,0.833333,0.777083,0.833333,5,0.883333,0.848255
COV_ONLY,14,19,0.866667,0.779583,0.866667,6,0.883333,0.850095
COV_ONLY,14,20,0.850000,0.775833,0.850000,6,0.883333,0.850432
COV_ONLY,14,21,0.866667,0.785833,0.866667,6,0.883333,0.854103
COV_ONLY,14,22,0.850000,0.784167,0.850000,5,0.883333,0.854124
COV_ONLY,14,23,0.850000,0.808333,0.850000,6,0.883333,0.859986
COV_ONLY,14,24,0.866667,0.796250,0.866667,6,0.883333,0.859352
COV_ONLY,14,25,0.866667,0.798750,0.866667,6,0.883333,0.861528
COV_ONLY,14,26,0.850000,0.799583,0.850000,6,0.883333,0.862599
COV_ONLY,14,27,0.850000,0.804167,0.850000,6,0.883333,0.864305
COV_ONLY,14,28,0.850000,0.805833,0.850000,6,0.883333,0.866192
COV_ONLY,14,29,0.850000,0.801667,0.850000,6,0.883333,0.865314
COV_ONLY,14,30,0.866667,0.811250,0.866667,6,0.883333,0.864825
COV_ONLY,14,31,0.866667,0.814583,0.866667,6,0.883333,0.865151
COV_ONLY,14,32,0.866667,0.817917,0.866667,6,0.883333,0.864753
COV_ONLY,14,33,0.850000,0.812917,0.850000,6,0.883333,0.864163
COV_ONLY,14,34,0.866667,0.824583,0.866667,6,0.883333,0.863804
COV_ONLY,14,35,0.866667,0.820833,0.866667,6,0.883333,0.863924
COV_ONLY,14,36,0.883333,0.822917,0.883333,6,0.883333,0.864022
COV_ONLY,14,37,0.866667,0.826667,0.866667,6,0.883333,0.862658
COV_ONLY,14,38,0.866667,0.820833,0.866667,6,0.883333,0.864251
COV_ONLY,14,39,0.866667,0.824167,0.866667,6,0.883333,0.864807
COV_ONLY,14,40,0.866667,0.830833,0.866667,6,0.883333,0.864620
COV_ONLY,14,41,0.866667,0.831667,0.866667,6,0.883333,0.863503
COV_ONLY,14,42,0.866667,0.820833,0.866667,6,0.883333,0.864066
COV_ONLY,14,43,0.866667,0.819167,0.866667,6,0.883333,0.861637
COV_ONLY,14,44,0.866667,0.825417,0.866667,6,0.883333,0.863977
COV_ONLY,14,45,0.866667,0.832917,0.866667,6,0.883333,0.864135
COV_ONLY,14,46,0.866667,0.822917,0.866667,6,0.883333,0.862262
COV_ONLY,14,47,0.883333,0.829167,0.883333,6,0.883333,0.861270
COV_ONLY,14,48,0.866667,0.826667,0.866667,6,0.883333,0.862971
COV_ONLY,14,49,0.866667,0.828750,0.866667,6,0.883333,0.862638
COV_ONLY,14,50,0.866667,0.824583,0.866667,6,0.883333,0.861063
COV_ONLY,14,51,0.866667,0.830417,0.866667,6,0.883333,0.861547
COV_ONLY,14,52,0.866667,0.830417,0.866667,6,0.883333,0.861695
COV_ONLY,14,53,0.866667,0.836250,0.866667,6,0.883333,0.861609
COV_ONLY,14,54,0.866667,0.842500,0.866667,6,0.883333,0.861645
COV_ONLY,14,55,0.866667,0.831667,0.866667,6,0.883333,0.860898
COV_ONLY,14,56,0.883333,0.837500,0.883333,6,0.883333,0.862325
COV_ONLY,14,57,0.866667,0.832083,0.866667,6,0.883333,0.861389
COV_ONLY,14,58,0.866667,0.830417,0.866667,6,0.883333,0.860396
COV_ONLY,14,59,0.866667,0.831250,0.866667,6,0.883333,0.859499
BUGS_ONLY,0,0,0.500000,0.395000,0.700000,5,0.816667,0.808276
BUGS_ONLY,0,1,0.500000,0.427500,0.650000,5,0.833333,0.815067
BUGS_ONLY,0,2,0.600000,0.457500,0.716667,6,0.833333,0.813027
BUGS_ONLY,0,3,0.600000,0.472500,0.750000,6,0.850000,0.809887
BUGS_ONLY,0,4,0.600000,0.500000,0.716667,6,0.850000,0.815596
BUGS_ONLY,0,5,0.600000,0.480000,0.700000,6,0.850000,0.818786
BUGS_ONLY,0,6,0.600000,0.512500,0.683333,6,0.850000,0.823551
BUGS_ONLY,0,7,0.600000,0.512500,0.683333,6,0.850000,0.824178
BUGS_ONLY,0,8,0.600000,0.497500,0.633333,6,0.850000,0.821752
BUGS_ONLY,0,9,0.600000,0.505000,0.700000,6,0.866667,0.823941
BUGS_ONLY,0,10,0.600000,0.492500,0.683333,6,0.866667,0.824088
BUGS_ONLY,0,11,0.600000,0.505000,0.800000,6,0.866667,0.828070
BUGS_ONLY,0,12,0.600000,0.500000,0.716667,6,0.866667,0.830719
BUGS_ONLY,0,13,0.600000,0.527500,0.683333,6,0.866667,0.833099
BUGS_ONLY,0,14,0.600000,0.520000,0.716667,6,0.866667,0.832172
BUGS_ONLY,0,15,0.600000,0.512500,0.733333,6,0.866667,0.829389
BUGS_ONLY,0,16,0.600000,0.520000,0.683333,6,0.866667,0.829793
BUGS_ONLY,0,17,0.600000,0.525000,0.733333,6,0.866667,0.827118
BUGS_ONLY,0,18,0.600000,0.495000,0.716667,6,0.866667,0.826785
BUGS_ONLY,0,19,0.600000,0.520000,0.683333,6,0.866667,0.830626
BUGS_ONLY,0,20,0.600000,0.510000,0.683333,6,0.866667,0.830802
BUGS_ONLY,0,21,0.600000,0.517500,0.733333,6,0.866667,0.826775
BUGS_ONLY,0,22,0.600000,0.527500,0.716667,6,0.866667,0.828733
BUGS_ONLY,0,23,0.600000,0.540000,0.700000,6,0.866667,0.833074
BUGS_ONLY,0,24,0.700000,0.545000,0.816667,7,0.883333,0.833851
BUGS_ONLY,0,25,0.600000,0.512500,0.800000,6,0.883333,0.838180
BUGS_ONLY,0,26,0.600000,0.537500,0.683333,6,0.883333,0.836802
BUGS_ONLY,0,27,0.600000,0.535000,0.716667,6,0.883333,0.831966
BUGS_ONLY,0,28,0.600000,0.537500,0.783333,6,0.883333,0.833884
BUGS_ONLY,0,29,0.600000,0.552500,0.750000,6,0.883333,0.833799
BUGS_ONLY,0,30,0.600000,0.567500,0.766667,6,0.883333,0.838000
BUGS_ONLY,0,31,0.600000,0.550000,0.766667,6,0.883333,0.837201
BUGS_ONLY,0,32,0.600000,0.550000,0.766667,6,0.883333,0.840530
BUGS_ONLY,0,33,0.600000,0.555000,0.766667,6,0.883333,0.840491
BUGS_ONLY,0,34,0.600000,0.565000,0.783333,6,0.883333,0.842226
BUGS_ONLY,0,35,0.600000,0.552500,0.783333,6,0.883333,0.842126
BUGS_ONLY,0,36,0.600000,0.565000,0.766667,6,0.883333,0.843868
BUGS_ONLY,0,37,0.600000,0.550000,0.800000,6,0.883333,0.837492
BUGS_ONLY,0,38,0.600000,0.557500,0.733333,6,0.883333,0.838361
BUGS_ONLY,0,39,0.600000,0.560000,0.733333,6,0.883333,0.838817
BUGS_ONLY,0,40,0.600000,0.572500,0.816667,6,0.883333,0.840161
BUGS_ONLY,0,41,0.600000,0.580000,0.683333,6,0.883333,0.839369
BUGS_ONLY,0,42,0.700000,0.562500,0.733333,7,0.883333,0.839952
BUGS_ONLY,0,43,0.600000,0.565000,0.750000,6,0.883333,0.844096
BUGS_ONLY,0,44,0.600000,0.572500,0.766667,6,0.883333,0.843175
BUGS_ONLY,0,45,0.600000,0.570000,0.750000,6,0.883333,0.843622
BUGS_ONLY,0,46,0.600000,0.575000,0.716667,6,0.883333,0.842935
BUGS_ONLY,0,47,0.600000,0.560000,0.716667,6,0.883333,0.843803
BUGS_ONLY,0,48,0.600000,0.580000,0.800000,6,0.883333,0.844539
BUGS_ONLY,0,49,0.600000,0.572500,0.800000,6,0.883333,0.843493
BUGS_ONLY,0,50,0.600000,0.577500,0.783333,6,0.883333,0.845020
BUGS_ONLY,0,51,0.600000,0.582500,0.750000,6,0.883333,0.843047
BUGS_ONLY,0,52,0.600000,0.582500,0.783333,6,0.883333,0.842689
BUGS_ONLY,0,53,0.600000,0.580000,0.816667,6,0.883333,0.843296
BUGS_ONLY,0,54,0.600000,0.592500,0.800000,6,0.883333,0.843328
BUGS_ONLY,0,55,0.600000,0.587500,0.783333,6,0.883333,0.842481
BUGS_ONLY,0,56,0.600000,0.577500,0.766667,6,0.883333,0.841137
BUGS_ONLY,0,57,0.600000,0.580000,0.783333,6,0.883333,0.839574
BUGS_ONLY,0,58,0.600000,0.585000,0.766667,6,0.883333,0.840821
BUGS_ONLY,0,59,0.600000,0.580000,0.750000,6,0.883333,0.838680
BUGS_ONLY,1,0,0.600000,0.407500,0.683333,6,0.816667,0.808560
BUGS_ONLY,1,1,0.600000,0.435000,0.716667,6,0.866667,0.816944
BUGS_ONLY,1,2,0.600000,0.482500,0.716667,6,0.866667,0.824716
BUGS_ONLY,1,3,0.500000,0.487500,0.666667,5,0.866667,0.827007
BUGS_ONLY,1,4,0.600000,0.505000,0.766667,6,0.866667,0.828793
BUGS_ONLY,1,5,0.600000,0.510000,0.750000,6,0.866667,0.830199
BUGS_ONLY,1,6,0.600000,0.495000,0.700000,6,0.866667,0.826926
BUGS_ONLY,1,7,0.600000,0.487500,0.700000,6,0.866667,0.827938
BUGS_ONLY,1,8,0.600000,0.500000,0.716667,6,0.866667,0.827358
BUGS_ONLY,1,9,0.600000,0.495000,0.700000,6,0.866667,0.829905
BUGS_ONLY,1,10,0.600000,0.507500,0.750000,6,0.866667,0.830741
BUGS_ONLY,1,11,0.600000,0.507500,0.783333,6,0.866667,0.832836
BUGS_ONLY,1,12,0.600000,0.495000,0.766667,6,0.866667,0.831997
BUGS_ONLY,1,13,0.600000,0.502500,0.716667,6,0.866667,0.831812
BUGS_ONLY,1,14,0.600000,0.500000,0.733333,6,0.866667,0.834469
BUGS_ONLY,1,15,0.600000,0.507500,0.750000,6,0.866667,0.834410
BUGS_ONLY,1,16,0.600000,0.495000,0.716667,6,0.866667,0.835464
BUGS_ONLY,1,17,0.600000,0.510000,0.683333,6,0.866667,0.835089
BUGS_ONLY,1,18,0.600000,0.502500,0.766667,6,0.866667,0.835966
BUGS_ONLY,1,19,0.600000,0.517500,0.783333,6,0.866667,0.842332
BUGS_ONLY,1,20,0.600000,0.502500,0.733333,6,0.866667,0.841146
BUGS_ONLY,1,21,0.600000,0.502500,0.750000,6,0.866667,0.842377
BUGS_ONLY,1,22,0.600000,0.512500,0.733333,6,0.866667,0.842400
BUGS_ONLY,1,23,0.600000,0.510000,0.750000,6,0.866667,0.836454
BUGS_ONLY,1,24,0.600000,0.512500,0.750000,6,0.866667,0.838419
BUGS_ONLY,1,25,0.600000,0.522500,0.750000,6,0.866667,0.837192
BUGS_ONLY,1,26,0.600000,0.542500,0.683333,6,0.866667,0.832541
BUGS_ONLY,1,27,0.600000,0.522500,0.650000,6,0.883333,0.832797
BUGS_ONLY,1,28,0.600000,0.525000,0.733333,6,0.883333,0.829643
BUGS_ONLY,1,29,0.600000,0.542500,0.766667,6,0.883333,0.833359
BUGS_ONLY,1,30,0.600000,0.537500,0.633333,6,0.883333,0.831401
BUGS_ONLY,1,31,0.600000,0.532500,0.750000,6,0.883333,0.827396
BUGS_ONLY,1,32,0.600000,0.542500,0.700000,6,0.883333,0.831420
BUGS_ONLY,1,33,0.600000,0.535000,0.716667,6,0.883333,0.831905
BUGS_ONLY,1,34,0.600000,0.555000,0.716667,6,0.883333,0.830078
BUGS_ONLY,1,35,0.600000,0.540000,0.750000,6,0.883333,0.826015
BUGS_ONLY,1,36,0.600000,0.572500,0.733333,6,0.883333,0.823307
BUGS_ONLY,1,37,0.600000,0.567500,0.716667,6,0.883333,0.822472
BUGS_ONLY,1,38,0.600000,0.560000,0.783333,6,0.883333,0.822435
BUGS_ONLY,1,39,0.600000,0.557500,0.766667,6,0.883333,0.822086
BUGS_ONLY,1,40,0.600000,0.572500,0.750000,6,0.883333,0.824890
BUGS_ONLY,1,41,0.600000,0.575000,0.700000,6,0.883333,0.822064
BUGS_ONLY,1,42,0.600000,0.575000,0.800000,6,0.883333,0.823645
BUGS_ONLY,1,43,0.600000,0.570000,0.766667,6,0.883333,0.823853
BUGS_ONLY,1,44,0.600000,0.580000,0.766667,6,0.883333,0.822900
BUGS_ONLY,1,45,0.600000,0.577500,0.716667,6,0.883333,0.825823
BUGS_ONLY,1,46,0.600000,0.587500,0.750000,6,0.883333,0.826519
BUGS_ONLY,1,47,0.600000,0.572500,0.816667,6,0.883333,0.825427
BUGS_ONLY,1,48,0.600000,0.585000,0.716667,6,0.883333,0.826666
BUGS_ONLY,1,49,0.600000,0.577500,0.683333,6,0.883333,0.825525
BUGS_ONLY,1,50,0.600000,0.590000,0.766667,6,0.883333,0.825057
BUGS_ONLY,1,51,0.600000,0.572500,0.733333,6,0.883333,0.825397
BUGS_ONLY,1,52,0.600000,0.562500,0.750000,6,0.883333,0.821530
BUGS_ONLY,1,53,0.600000,0.570000,0.733333,6,0.883333,0.821803
BUGS_ONLY,1,54,0.600000,0.587500,0.800000,6,0.883333,0.823073
BUGS_ONLY,1,55,0.600000,0.585000,0.766667,6,0.883333,0.823702
BUGS_ONLY,1,56,0.600000,0.582500,0.783333,6,0.883333,0.823266
BUGS_ONLY,1,57,0.600000,0.585000,0.733333,6,0.883333,0.824174
BUGS_ONLY,1,58,0.600000,0.587500,0.750000,6,0.883333,0.822722
BUGS_ONLY,1,59,0.600000,0.595000,0.716667,6,0.883333,0.822503
BUGS_ONLY,2,0,0.600000,0.422500,0.733333,6,0.833333,0.808545
BUGS_ONLY,2,1,0.600000,0.435000,0.666667,6,0.850000,0.808023
BUGS_ONLY,2,2,0.600000,0.467500,0.716667,6,0.850000,0.806072
BUGS_ONLY,2,3,0.600000,0.450000,0.683333,6,0.850000,0.811525
BUGS_ONLY,2,4,0.600000,0.442500,0.683333,6,0.850000,0.812498
BUGS_ONLY,2,5,0.600000,0.465000,0.700000,6,0.850000,0.816195
BUGS_ONLY,2,6,0.600000,0.462500,0.716667,6,0.850000,0.817576
BUGS_ONLY,2,7,0.600000,0.477500,0.683333,6,0.850000,0.816573
BUGS_ONLY,2,8,0.600000,0.465000,0.700000,6,0.850000,0.816952
BUGS_ONLY,2,9,0.600000,0.490000,0.716667,6,0.850000,0.821238
BUGS_ONLY,2,10,0.600000,0.500000,0.666667,6,0.850000,0.820453
BUGS_ONLY,2,11,0.600000,0.487500,0.683333,6,0.850000,0.818173
BUGS_ONLY,2,12,0.600000,0.490000,0.783333,6,0.850000,0.817437
BUGS_ONLY,2,13,0.600000,0.490000,0.700000,6,0.850000,0.818731
BUGS_ONLY,2,14,0.600000,0.485000,0.700000,6,0.850000,0.817932
BUGS_ONLY,2,15,0.500000,0.472500,0.650000,5,0.850000,0.820408
BUGS_ONLY,2,16,0.600000,0.487500,0.683333,6,0.850000,0.819994
BUGS_ONLY,2,17,0.600000,0.487500,0.683333,6,0.850000,0.821150
BUGS_ONLY,2,18,0.600000,0.500000,0.683333,6,0.866667,0.817653
BUGS_ONLY,2,19,0.600000,0.500000,0.716667,6,0.866667,0.825590
BUGS_ONLY,2,20,0.600000,0.485000,0.716667,6,0.866667,0.823586
BUGS_ONLY,2,21,0.600000,0.502500,0.700000,6,0.866667,0.824481
BUGS_ONLY,2,22,0.600000,0.495000,0.666667,6,0.866667,0.828243
BUGS_ONLY,2,23,0.600000,0.505000,0.633333,6,0.866667,0.825591
BUGS_ONLY,2,24,0.600000,0.502500,0.716667,6,0.866667,0.822434
BUGS_ONLY,2,25,0.600000,0.507500,0.733333,6,0.866667,0.825328
BUGS_ONLY,2,26,0.600000,0.512500,0.700000,6,0.866667,0.817742
BUGS_ONLY,2,27,0.600000,0.512500,0.700000,6,0.866667,0.820716
BUGS_ONLY,2,28,0.600000,0.507500,0.700000,6,0.866667,0.822592
BUGS_ONLY,2,29,0.600000,0.502500,0.700000,6,0.866667,0.819181
BUGS_ONLY,2,30,0.600000,0.505000,0.666667,6,0.866667,0.819631
BUGS_ONLY,2,31,0.600000,0.517500,0.683333,6,0.866667,0.817464
BUGS_ONLY,2,32,0.600000,0.530000,0.650000,6,0.866667,0.816582
BUGS_ONLY,2,33,0.600000,0.542500,0.700000,6,0.866667,0.817961
BUGS_ONLY,2,34,0.600000,0.537500,0.683333,6,0.866667,0.815906
BUGS_ONLY,2,35,0.600000,0.525000,0.733333,6,0.866667,0.814666
BUGS_ONLY,2,36,0.600000,0.532500,0.750000,6,0.866667,0.815002
BUGS_ONLY,2,37,0.600000,0.530000,0.733333,6,0.866667,0.817147
BUGS_ONLY,2,38,0.600000,0.512500,0.766667,6,0.866667,0.816032
BUGS_ONLY,2,39,0.600000,0.537500,0.750000,6,0.866667,0.817875
BUGS_ONLY,2,40,0.600000,0.527500,0.783333,6,0.866667,0.820253
BUGS_ONLY,2,41,0.600000,0.532500,0.750000,6,0.866667,0.818885
BUGS_ONLY,2,42,0.600000,0.525000,0.716667,6,0.866667,0.816935
BUGS_ONLY,2,43,0.600000,0.527500,0.716667,6,0.866667,0.815053
BUGS_ONLY,2,44,0.600000,0.540000,0.783333,6,0.866667,0.814926
BUGS_ONLY,2,45,0.600000,0.542500,0.783333,6,0.866667,0.811863
BUGS_ONLY,2,46,0.600000,0.530000,0.716667,6,0.866667,0.813348
BUGS_ONLY,2,47,0.600000,0.537500,0.716667,6,0.866667,0.815376
BUGS_ONLY,2,48,0.600000,0.550000,0.766667,6,0.866667,0.812586
BUGS_ONLY,2,49,0.600000,0.552500,0.700000,6,0.866667,0.813297
BUGS_ONLY,2,50,0.600000,0.545000,0.700000,6,0.866667,0.813811
BUGS_ONLY,2,51,0.600000,0.542500,0.750000,6,0.866667,0.815191
BUGS_ONLY,2,52,0.600000,0.542500,0.683333,6,0.866667,0.815474
BUGS_ONLY,2,53,0.600000,0.535000,0.750000,6,0.866667,0.816169
BUGS_ONLY,2,54,0.600000,0.547500,0.733333,6,0.866667,0.818509
BUGS_ONLY,2,55,0.600000,0.545000,0.800000,6,0.883333,0.816396
BUGS_ONLY,2,56,0.600000,0.555000,0.750000,6,0.883333,0.817694
BUGS_ONLY,2,57,0.600000,0.557500,0.766667,6,0.883333,0.819108
BUGS_ONLY,2,58,0.600000,0.527500,0.750000,6,0.883333,0.819674
BUGS_ONLY,2,59,0.600000,0.560000,0.766667,6,0.883333,0.820269
BUGS_ONLY,3,0,0.500000,0.377500,0.683333,5,0.833333,0.811415
BUGS_ONLY,3,1,0.600000,0.410000,0.716667,6,0.850000,0.822515
BUGS_ONLY,3,2,0.600000,0.455000,0.666667,6,0.850000,0.830244
BUGS_ONLY,3,3,0.600000,0.460000,0.733333,6,0.850000,0.829514
BUGS_ONLY,3,4,0.600000,0.465000,0.700000,6,0.850000,0.828445
BUGS_ONLY,3,5,0.600000,0.467500,0.733333,6,0.850000,0.828081
BUGS_ONLY,3,6,0.600000,0.480000,0.683333,6,0.850000,0.833772
BUGS_ONLY,3,7,0.600000,0.495000,0.683333,6,0.866667,0.836546
BUGS_ONLY,3,8,0.600000,0.497500,0.700000,6,0.866667,0.838107
BUGS_ONLY,3,9,0.600000,0.500000,0.716667,6,0.866667,0.841433
BUGS_ONLY,3,10,0.600000,0.510000,0.700000,6,0.866667,0.844760
BUGS_ONLY,3,11,0.600000,0.492500,0.716667,6,0.866667,0.845566
BUGS_ONLY,3,12,0.600000,0.495000,0.766667,6,0.866667,0.846426
BUGS_ONLY,3,13,0.600000,0.495000,0.800000,6,0.866667,0.848444
BUGS_ONLY,3,14,0.600000,0.505000,0.783333,6,0.866667,0.850335
BUGS_ONLY,3,15,0.600000,0.512500,0.733333,6,0.866667,0.849740
BUGS_ONLY,3,16,0.600000,0.507500,0.683333,6,0.883333,0.849484
BUGS_ONLY,3,17,0.600000,0.510000,0.700000,6,0.883333,0.848908
BUGS_ONLY,3,18,0.600000,0.512500,0.733333,6,0.883333,0.850475
BUGS_ONLY,3,19,0.600000,0.515000,0.700000,6,0.883333,0.851054
BUGS_ONLY,3,20,0.600000,0.507500,0.733333,6,0.883333,0.850100
BUGS_ONLY,3,21,0.600000,0.497500,0.733333,6,0.883333,0.852048
BUGS_ONLY,3,22,0.600000,0.517500,0.700000,6,0.883333,0.851137
BUGS_ONLY,3,23,0.600000,0.520000,0.816667,6,0.883333,0.851866
BUGS_ONLY,3,24,0.600000,0.515000,0.733333,6,0.883333,0.851675
BUGS_ONLY,3,25,0.600000,0.515000,0.766667,6,0.883333,0.848803
BUGS_ONLY,3,26,0.600000,0.537500,0.716667,6,0.883333,0.849120
BUGS_ONLY,3,27,0.600000,0.517500,0.783333,6,0.883333,0.845248
