run_id,generation,best_fitness,avg_fitness,best_coverage,best_bugs,cumulative_bugs,novelty,diversity,avg_input_length,avg_input_length_pop
4,47,0.438747,0.420801,0.568182,3,3,0.568182,0.799505,25.53,27.84
4,48,0.428024,0.423338,0.545455,3,3,0.568182,0.800988,29.26,27.91
4,49,0.427839,0.425720,0.545455,3,3,0.568182,0.801580,29.07,28.21
4,50,0.428045,0.426223,0.545455,3,3,0.568182,0.800722,26.89,27.80
4,51,0.428230,0.426063,0.545455,3,3,0.568182,0.801790,29.35,27.72
4,52,0.428392,0.424863,0.545455,3,3,0.568182,0.801119,29.98,28.06
4,53,0.428131,0.424628,0.545455,3,3,0.568182,0.801765,28.79,27.85
4,54,0.439746,0.423020,0.568182,3,3,0.568182,0.801642,30.78,28.04
4,55,0.428299,0.422591,0.545455,3,3,0.568182,0.802528,29.09,28.32
4,56,0.439138,0.425002,0.568182,3,3,0.568182,0.802520,28.55,28.39
4,57,0.428350,0.423921,0.545455,3,3,0.568182,0.802840,29.57,28.85
4,58,0.439004,0.425299,0.568182,3,3,0.568182,0.802206,27.31,28.42
4,59,0.439254,0.425314,0.568182,3,3,0.568182,0.801686,27.70,28.50
5,0,0.474071,0.399344,0.500000,3,3,0.545455,0.765175,20.81,24.45
5,1,0.423504,0.402899,0.545455,3,3,0.545455,0.766798,21.80,24.40
5,2,0.415099,0.405639,0.522727,3,3,0.568182,0.770302,22.80,25.28
5,3,0.425164,0.401442,0.545455,3,3,0.568182,0.774189,29.92,25.88
